window_id,channel,step,elapsed_s,p,q,r,drive,common,differential,rudder
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,0,0.0,1.107615351676941,0.07393790036439896,0.013246739283204079,0.687999963760376,0.08747254591435194,-0.11158421356230974,0.13124048709869385
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,1,0.019969,0.05958475172519684,-0.48220041394233704,0.0222774725407362,0.687999963760376,0.11656838096678257,-0.06975401006639004,0.1257704794406891
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,2,0.039864,0.08219502121210098,-0.5348843336105347,-0.0009304342675022781,0.687999963760376,0.14139879494905472,-0.07691354304552078,0.12954090535640717
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,3,0.059837999999999995,-0.21177303791046143,-0.019630836322903633,0.05106949061155319,0.6889999508857727,0.1434092428535223,-0.0829941276460886,0.12559235095977783
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,4,0.079876,-0.10873518884181976,0.1806722730398178,0.017308535054326057,0.6889999508857727,0.143009589985013,-0.08595154993236065,0.12776590883731842
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,5,0.099793,0.44988712668418884,0.2550971508026123,0.07380755245685577,0.6889999508857727,0.14449401386082172,-0.1039611529558897,0.1274687647819519
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,6,0.119715,-0.12122944742441177,-0.11353059113025665,0.0224311426281929,0.6889999508857727,0.15094023197889328,-0.08541301637887955,0.12700290977954865
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,7,0.139674,-0.14795683324337006,-0.8330264091491699,0.03825245425105095,0.6889999508857727,0.17446618154644966,-0.09003464505076408,0.12639684975147247
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,8,0.159659,-0.003503941697999835,-0.6953510642051697,-0.03988882899284363,0.6889999508857727,0.19462455809116364,-0.09434737265110016,0.13288912177085876
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,9,0.17971199999999998,0.1941671073436737,-0.267532080411911,0.0977446436882019,0.6889999508857727,0.20369386672973633,-0.08986735343933105,0.12593497335910797
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,10,0.199592,-0.19843028485774994,-0.12494406849145889,0.01705128140747547,0.6899999380111694,0.19977816194295883,-0.09287349134683609,0.12298079580068588
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,11,0.219644,-0.6684057712554932,0.19820909202098846,0.06070626527070999,0.6899999380111694,0.19710570201277733,-0.09811517968773842,0.12839798629283905
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,12,0.239467,0.4390642046928406,0.7818918824195862,0.17824332416057587,0.6889999508857727,0.18464498594403267,-0.09664974734187126,0.12271309643983841
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,13,0.259448,0.45951080322265625,0.23342853784561157,0.16469575464725494,0.6889999508857727,0.18289561942219734,-0.08602992817759514,0.12552787363529205
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,14,0.279389,-0.19718915224075317,-0.07310446351766586,0.19877324998378754,0.6899999380111694,0.19270092993974686,-0.07913141697645187,0.11882546544075012
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,15,0.299396,-0.15435072779655457,0.25333037972450256,0.2484298199415207,0.6899999380111694,0.1964450255036354,-0.08786209672689438,0.11930078268051147
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,16,0.31932099999999997,-0.34866052865982056,0.7028154134750366,0.2611103951931,0.6899999380111694,0.1786377727985382,-0.09804433584213257,0.11485423892736435
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,17,0.339269,-0.7480533719062805,0.7809200882911682,0.22727428376674652,0.6899999380111694,0.16635236144065857,-0.0982254147529602,0.11489991843700409
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,18,0.359268,0.0016271285712718964,0.6725148558616638,0.26205605268478394,0.6899999380111694,0.1537548266351223,-0.11456284299492836,0.11470428854227066
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,19,0.379318,-0.4298102557659149,-0.03295227512717247,0.2234794646501541,0.6899999380111694,0.15333466231822968,-0.11559732258319855,0.11399476230144501
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,20,0.399227,-0.16480934619903564,-0.42441272735595703,0.15740005671977997,0.6899999380111694,0.17347457818686962,-0.12356496043503284,0.11292717605829239
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,21,0.419243,0.21215134859085083,-0.21346648037433624,0.13528579473495483,0.6899999380111694,0.17742428742349148,-0.12447225488722324,0.122122623026371
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,22,0.43908899999999995,-0.6581006646156311,0.10763996094465256,0.24966800212860107,0.6909999251365662,0.1718295570462942,-0.11213519610464573,0.11126047372817993
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,23,0.45926599999999995,-1.044273018836975,0.3236253559589386,0.19950585067272186,0.6909999251365662,0.16740902978926897,-0.13791498821228743,0.11564694344997406
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,24,0.47902599999999995,0.607716977596283,0.7895932793617249,0.2750304937362671,0.6909999251365662,0.1564972810447216,-0.17175020650029182,0.11701802909374237
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,25,0.498949,0.9230831861495972,0.5946773886680603,0.3803956210613251,0.6939999461174011,0.13532699830830097,-0.09288972429931164,0.10354936867952347
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,26,0.518932,0.018813014030456543,-0.09218436479568481,0.36348527669906616,0.6949999332427979,0.1476706601679325,-0.0624229721724987,0.09810422360897064
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,27,0.5389109999999999,-0.010131637565791607,-0.4317533075809479,0.24233116209506989,0.6949999332427979,0.16275299340486526,-0.08513065427541733,0.10468997061252594
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,28,0.5588289999999999,-0.2017226368188858,-0.010506871156394482,0.3231523931026459,0.6949999332427979,0.1670224964618683,-0.08749082684516907,0.106381855905056
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,29,0.5788099999999999,-0.04767780750989914,0.3454093933105469,0.2897701859474182,0.6949999332427979,0.1541406475007534,-0.09671473875641823,0.1024879664182663
train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,common,30,0.5987899999999999,-0.5686518549919128,0.5367713570594788,0.2940981090068817,0.6949999332427979,0.14701599813997746,-0.11354376934468746,0.10413763672113419
