kind,condition,group,group_rule,step,horizon_s,metric,cohort,mean,std,min,max,n_seeds,n_flights,n_origins
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.4073877652708784,0.02064625836209928,1.3845081999116717,1.4246294529035894,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.4698279819084552,0.012525797846849263,1.4554005293162402,1.4779260556898177,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.3518853504819213,0.028822407939506266,1.3214927959964997,1.3788268681785063,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.545328817446893,0.0026433547186965247,0.5437161480655596,0.5483794331513229,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.5273914212369101,0.0027367945889366454,0.5247899582661589,0.5302459665563375,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5612731696335446,0.0029278176189402203,0.5587820108887416,0.5644980701246433,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.03533975990047323,0.00015990873590763545,0.035169717334037454,0.03548711053487921,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.01878042327859422,0.00028830242078524,0.01851927580398196,0.019089797975652693,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.050059170231032346,8.744334916525886e-05,0.04997010980519788,0.05014490141148525,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.14492896236407948,0.004558853008184936,0.14035855362762464,0.14947617109493305,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.15328337006033146,0.004828245157538848,0.14915633314651408,0.15859305949784006,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.13750282218963325,0.004517645063215637,0.13253830516638956,0.14137227029234903,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.196485009819066,0.038513408516639334,2.153924950052745,2.2289348033561684,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep17,2.376163835792054,0.05667804461582944,2.315408116422238,2.4276119983785844,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,Sep7,2.0367704978430776,0.022973567441240322,2.0103843577243063,2.052332852225132,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,ALL,0.5662829067172569,0.002845070392982552,0.5642465257049663,0.5695336495342367,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep17,0.5370344702811893,0.0007091605500893418,0.5362156869348988,0.5374540629190477,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,body_rate_rmse_rad_s,Sep7,0.5922815168826502,0.005015444449187461,0.5891628268339152,0.5980669726850056,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,ALL,0.07037587473612035,0.0004976476671810978,0.06988022607147458,0.07087549760215012,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep17,0.0403758876117629,0.0008328714661951241,0.039687025497768806,0.04130150419862946,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,position_rmse_m,Sep7,0.09704252995777145,0.00028348760185255447,0.09671862658143528,0.0972454715532661,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,ALL,0.19543232868331303,0.003772095483271508,0.191337249956398,0.19876495637065858,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep17,0.22052783181036187,0.0008974636379996783,0.21956426359757703,0.22133990852341479,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,10,0.2,velocity_rmse_m_s,Sep7,0.17312521479260293,0.006327707911003984,0.16624657116423888,0.17869833223487525,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,ALL,4.078397323464926,0.04607174281450127,4.033739771723627,4.125763726825424,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep17,4.56950906185081,0.10540376893244405,4.4925398588152055,4.689643898170552,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,attitude_error_deg,Sep7,3.641853556010805,0.0566626039371381,3.59586985452981,3.7051539056506297,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,ALL,0.5965765681119547,0.002814065097141482,0.5933875807324948,0.5987111840019169,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep17,0.5609187370666632,0.004592958152190309,0.5558534135091175,0.5648123314414162,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,body_rate_rmse_rad_s,Sep7,0.6282724179299916,0.0025899913786430234,0.6267512849310521,0.6312629331152158,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,ALL,0.19239547622942155,0.0018568135301971977,0.19089634297239788,0.19447252396672085,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep17,0.12928485762202166,0.004018237993935144,0.12689403723965165,0.13392398963709679,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,position_rmse_m,Sep7,0.2484938038804437,0.0008251530470098953,0.24778728140150566,0.2494006868689943,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,ALL,0.3572876015314526,0.007164943745699934,0.35120971804692896,0.36518770755199803,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep17,0.3736101737272393,0.014307360556249926,0.361042288138236,0.3891804912154968,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,25,0.5,velocity_rmse_m_s,Sep7,0.3427786484685311,0.0009654691087388667,0.3420055009220493,0.3438607887399991,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,ALL,6.692491015924361,0.13211263225775574,6.542445487935679,6.791357065137423,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep17,7.565419632078857,0.35081668607431754,7.172736071181631,7.847912808215364,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,attitude_error_deg,Sep7,5.9165544682314755,0.06500476713780902,5.852196404623697,5.982187191717056,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,ALL,0.6210730627049943,0.010836732534806002,0.6121323463723045,0.6331251400447657,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep17,0.617365130607673,0.016078501370692114,0.6074177776532983,0.635914735532969,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,body_rate_rmse_rad_s,Sep7,0.6243690023470578,0.007323327960054344,0.6163230741225322,0.6306454996108074,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,ALL,0.474013589738189,0.006345199092699647,0.46972623233621336,0.48130270101640393,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep17,0.3681691488196273,0.014146390467115686,0.3575994088262163,0.3842396949936463,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,position_rmse_m,Sep7,0.5680975372213551,0.003495787999885392,0.5648888009559414,0.5718228821159352,3,9,1481
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,ALL,0.6477484181435841,0.0070160720728467295,0.6397393092867327,0.6528093336943106,3,17,2582
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep17,0.6881681494601164,0.011886375648105647,0.6744544644740484,0.6955118791321241,3,8,1101
endpoint,Actual,ALL,horizon_specific_train_quantiles,50,1.0,velocity_rmse_m_s,Sep7,0.6118197680844443,0.0035172979400426084,0.6088813935646744,0.6157170927344295,3,9,1481
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,ALL,1.6362306676082017,0.021689478169273864,1.615567503675407,1.658818215691974,3,17,608
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep17,1.8110579903794537,0.017151664030833395,1.7979674408837363,1.8304740737441674,3,8,294
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,attitude_error_deg,Sep7,1.4808286029226447,0.026456565934539187,1.453434226156892,1.5062352307566909,3,9,314
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,ALL,0.5859955617120104,0.004048199664659399,0.5813509762968778,0.5887747901547756,3,17,608
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep17,0.619060648513326,0.004950981659139479,0.6134338447000084,0.6227495665671584,3,8,294
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,body_rate_rmse_rad_s,Sep7,0.5566043734441743,0.00326731918798727,0.5528328710496508,0.5585749888993243,3,9,314
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,ALL,0.04069054383418401,0.00021537725253664808,0.04044985592613231,0.04086510364473272,3,17,608
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep17,0.021168918464707434,0.00032695686192941206,0.020807587182805534,0.021444349965028073,3,8,294
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,position_rmse_m,Sep7,0.05804309971816318,0.00011699037392355815,0.057909650364645,0.05812799580447018,3,9,314
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.19277018698048023,0.005638071782252462,0.18738360302811255,0.19862992624264605,3,17,608
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.2068446927624582,0.008496783048960245,0.2004592091342266,0.21648836639347363,3,8,294
endpoint,Actual,high,horizon_specific_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.18025951517427755,0.0039037811491101815,0.17576084204490006,0.1827557572196882,3,9,314
endpoint,Actual,high,horizon_specific_train_quantiles,10,0.2,attitude_error_deg,ALL,2.7688721388975153,0.0645163000695075,2.7038847273240285,2.832906774083888,3,17,503
